var,cat1,cat2
V2067,cat_1,cat_3
V2068,cat_1,cat_3
V2069,cat_1,cat_3
V2070,cat_1,cat_3
V2071,cat_1,cat_3
V2072,cat_1,cat_3
V2073,cat_1,cat_3
V2074,cat_1,cat_3
V2075,cat_1,cat_3
V2076,cat_1,cat_3
V2077,cat_1,cat_3
V2078,cat_1,cat_3
V2079,cat_1,cat_3
V2080,cat_1,cat_3
V2081,cat_1,cat_3
V2082,cat_1,cat_3
V2083,cat_1,cat_3
V2084,cat_1,cat_3
V2085,cat_1,cat_3
V2086,cat_1,cat_3
V2087,cat_1,cat_3
V2088,cat_1,cat_3
V2089,cat_1,cat_3
V2090,cat_1,cat_3
V2091,cat_1,cat_3
V2092,cat_1,cat_3
V2093,cat_1,cat_3
V2094,cat_1,cat_3
V2095,cat_1,cat_3
V2096,cat_1,cat_3
V2097,cat_1,cat_3
V2098,cat_1,cat_3
V2099,cat_1,cat_3
V2100,cat_1,cat_3
V2101,cat_1,cat_3
V2102,cat_1,cat_3
V2103,cat_1,cat_3
V2104,cat_1,cat_3
V2105,cat_1,cat_3
V2106,cat_1,cat_3
V2107,cat_1,cat_3
V2108,cat_1,cat_3
V2109,cat_1,cat_3
V2110,cat_1,cat_3
V2111,cat_1,cat_3
V2112,cat_1,cat_3
V2113,cat_1,cat_3
V2114,cat_1,cat_3
V2115,cat_1,cat_3
V2116,cat_1,cat_3
V2117,cat_1,cat_3
V2118,cat_1,cat_3
V2119,cat_1,cat_3
V2120,cat_1,cat_3
V2121,cat_1,cat_3
V2122,cat_1,cat_3
V2123,cat_1,cat_3
V2124,cat_1,cat_3
V2125,cat_1,cat_3
V2126,cat_1,cat_3
V2127,cat_1,cat_3
V2128,cat_1,cat_3
V2129,cat_1,cat_3
V2130,cat_1,cat_3
V2131,cat_1,cat_3
V2132,cat_1,cat_3
V2133,cat_1,cat_3
V2134,cat_1,cat_3
V2135,cat_1,cat_3
V2136,cat_1,cat_3
V2137,cat_1,cat_3
V2138,cat_1,cat_3
V2139,cat_1,cat_3
V2140,cat_1,cat_3
V2141,cat_1,cat_3
V2142,cat_1,cat_3
V2143,cat_1,cat_3
V2144,cat_1,cat_3
V2145,cat_1,cat_3
V2146,cat_1,cat_3
V2147,cat_1,cat_3
V2148,cat_1,cat_3
V2149,cat_1,cat_3
V2150,cat_1,cat_3
V2151,cat_1,cat_3
V2152,cat_1,cat_3
V2153,cat_1,cat_3
V2154,cat_1,cat_3
V2155,cat_1,cat_3
V2156,cat_1,cat_3
V2157,cat_1,cat_3
V2158,cat_1,cat_3
V2159,cat_1,cat_3
V2160,cat_1,cat_3
V2161,cat_1,cat_3
V2162,cat_1,cat_3
V2163,cat_1,cat_3
V2164,cat_1,cat_3
V2165,cat_1,cat_3
V2166,cat_1,cat_3
V2167,cat_1,cat_3
V2168,cat_1,cat_3
V2169,cat_1,cat_3
V2170,cat_1,cat_3
V2171,cat_1,cat_3
V2172,cat_1,cat_3
V2173,cat_1,cat_3
V2174,cat_1,cat_3
V2175,cat_1,cat_3
V2176,cat_1,cat_3
V2177,cat_1,cat_3
V2178,cat_1,cat_3
V2179,cat_1,cat_3
V2180,cat_1,cat_3
V2181,cat_1,cat_3
V2182,cat_1,cat_3
V2183,cat_1,cat_3
V2184,cat_1,cat_3
V2185,cat_1,cat_3
V2186,cat_1,cat_3
V2187,cat_1,cat_3
V2188,cat_1,cat_3
V2189,cat_1,cat_3
V2190,cat_1,cat_3
V2191,cat_1,cat_3
V2192,cat_1,cat_3
V2193,cat_1,cat_3
V2194,cat_1,cat_3
V2195,cat_1,cat_3
V2196,cat_1,cat_3
V2197,cat_1,cat_3
V2198,cat_1,cat_3
V2199,cat_1,cat_3
V2200,cat_1,cat_3
V2201,cat_1,cat_3
V2202,cat_1,cat_3
V2203,cat_1,cat_3
V2204,cat_1,cat_3
V2205,cat_1,cat_3
V2206,cat_1,cat_3
V2207,cat_1,cat_3
V2208,cat_1,cat_3
V2209,cat_1,cat_3
V2210,cat_1,cat_3
V2211,cat_1,cat_3
V2212,cat_1,cat_3
V2213,cat_1,cat_3
V2214,cat_1,cat_3
V2215,cat_1,cat_3
V2216,cat_1,cat_3
V2217,cat_1,cat_3
V2218,cat_1,cat_3
V2219,cat_1,cat_3
V2220,cat_1,cat_3
V2221,cat_1,cat_3
V2222,cat_1,cat_3
V2223,cat_1,cat_3
V2224,cat_1,cat_3
V2225,cat_1,cat_3
V2226,cat_1,cat_3
V2227,cat_1,cat_3
V2228,cat_1,cat_3
V2229,cat_1,cat_3
V2230,cat_1,cat_3
V2231,cat_1,cat_3
V2232,cat_1,cat_3
V2233,cat_1,cat_3
V2234,cat_1,cat_3
V2235,cat_1,cat_3
V2236,cat_1,cat_3
V2237,cat_1,cat_3
V2238,cat_1,cat_3
V2239,cat_1,cat_3
V2240,cat_1,cat_3
V2241,cat_1,cat_3
V2242,cat_1,cat_3
V2243,cat_1,cat_3
V2244,cat_1,cat_3
V2245,cat_1,cat_3
V2246,cat_1,cat_3
V2247,cat_1,cat_3
V2248,cat_1,cat_3
V2249,cat_1,cat_3
V2250,cat_1,cat_3
V2251,cat_1,cat_3
V2252,cat_1,cat_3
V2253,cat_1,cat_3
V2254,cat_1,cat_3
V2255,cat_1,cat_3
V2256,cat_1,cat_3
V2257,cat_1,cat_3
V2258,cat_1,cat_3
V2259,cat_1,cat_3
V2260,cat_1,cat_3
V2261,cat_1,cat_3
V2262,cat_1,cat_3
V2263,cat_1,cat_3
V2264,cat_1,cat_3
V2265,cat_1,cat_3
V2266,cat_1,cat_3
V2267,cat_1,cat_3
V2268,cat_1,cat_3
V2269,cat_1,cat_3
V2270,cat_1,cat_3
V2271,cat_1,cat_3
V2272,cat_1,cat_3
V2273,cat_1,cat_3
V2274,cat_1,cat_3
V2275,cat_1,cat_3
V2276,cat_1,cat_3
V2277,cat_1,cat_3
V2278,cat_1,cat_3
V2279,cat_1,cat_3
V2280,cat_1,cat_3
V2281,cat_1,cat_3
V2282,cat_1,cat_3
V2283,cat_1,cat_3
V2284,cat_1,cat_3
V2285,cat_1,cat_3
V2286,cat_1,cat_3
V2287,cat_1,cat_3
V2288,cat_1,cat_3
V2289,cat_1,cat_3
V2290,cat_1,cat_3
V2291,cat_1,cat_3
V2292,cat_1,cat_3
V2293,cat_1,cat_3
V2294,cat_1,cat_3
V2295,cat_1,cat_3
V2296,cat_1,cat_3
V2297,cat_1,cat_3
V2298,cat_1,cat_3
V2299,cat_1,cat_3
V2300,cat_1,cat_3
V2301,cat_1,cat_3
V2302,cat_1,cat_3
V2303,cat_1,cat_3
V2304,cat_1,cat_3
V2305,cat_1,cat_3
V2306,cat_1,cat_3
V2307,cat_1,cat_3
V2308,cat_1,cat_3
V2309,cat_1,cat_3
V2310,cat_1,cat_3
V2311,cat_1,cat_3
V2312,cat_1,cat_3
V2313,cat_1,cat_3
V2314,cat_1,cat_3
V2315,cat_1,cat_3
V2316,cat_1,cat_3
V2317,cat_1,cat_3
V2318,cat_1,cat_3
V2319,cat_1,cat_3
V2320,cat_1,cat_3
V2321,cat_1,cat_3
V2322,cat_1,cat_3
V2323,cat_1,cat_3
V2324,cat_1,cat_3
V2325,cat_1,cat_3
V2326,cat_1,cat_3
V2327,cat_1,cat_3
V2328,cat_1,cat_3
V2329,cat_1,cat_3
V2330,cat_1,cat_3
V2331,cat_1,cat_3
V2332,cat_1,cat_3
V2333,cat_1,cat_3
V2334,cat_1,cat_3
V2335,cat_1,cat_3
V2336,cat_1,cat_3
V2337,cat_1,cat_3
V2338,cat_1,cat_3
V2339,cat_1,cat_3
V2340,cat_1,cat_3
V2341,cat_1,cat_3
V2342,cat_1,cat_3
V2343,cat_1,cat_3
V2344,cat_1,cat_3
V2345,cat_1,cat_3
V2346,cat_1,cat_3
V2347,cat_1,cat_3
V2348,cat_1,cat_3
V2349,cat_1,cat_3
V2350,cat_1,cat_3
V2351,cat_1,cat_3
V2352,cat_1,cat_3
V2353,cat_1,cat_3
V2354,cat_1,cat_3
V2355,cat_1,cat_3
V2356,cat_1,cat_3
V2357,cat_1,cat_3
V2358,cat_1,cat_3
V2359,cat_1,cat_3
V2360,cat_1,cat_3
V2361,cat_1,cat_3
V2362,cat_1,cat_3
V2363,cat_1,cat_3
V2364,cat_1,cat_3
V2365,cat_1,cat_3
V2366,cat_1,cat_3
V2367,cat_1,cat_3
V2368,cat_1,cat_3
V2369,cat_1,cat_3
V2370,cat_1,cat_3
V2371,cat_1,cat_3
V2372,cat_1,cat_3
V2373,cat_1,cat_3
V2374,cat_1,cat_3
V2375,cat_1,cat_3
V2376,cat_1,cat_4
V2377,cat_1,cat_4
V2378,cat_1,cat_4
V2379,cat_1,cat_4
V2380,cat_1,cat_4
V2381,cat_1,cat_4
V2382,cat_1,cat_4
V2383,cat_1,cat_4
V2384,cat_1,cat_4
V2385,cat_1,cat_4
V2386,cat_1,cat_4
V2387,cat_1,cat_4
V2388,cat_1,cat_4
V2389,cat_1,cat_4
V2390,cat_1,cat_4
V2391,cat_1,cat_4
V2392,cat_1,cat_4
V2393,cat_1,cat_4
V2394,cat_1,cat_4
V2395,cat_1,cat_4
V2396,cat_1,cat_4
V2397,cat_1,cat_4
V2398,cat_1,cat_4
V2399,cat_1,cat_4
V2400,cat_1,cat_4
V2401,cat_1,cat_4
V2402,cat_1,cat_4
V2403,cat_1,cat_4
V2404,cat_1,cat_4
V2405,cat_1,cat_4
V2406,cat_1,cat_4
V2407,cat_1,cat_4
V2408,cat_1,cat_4
V2409,cat_1,cat_4
V2410,cat_1,cat_4
V2411,cat_1,cat_4
V2412,cat_1,cat_4
V2413,cat_1,cat_4
V2414,cat_1,cat_4
V2415,cat_1,cat_4
V2416,cat_1,cat_4
V2417,cat_1,cat_4
V2418,cat_1,cat_4
V2419,cat_1,cat_4
V2420,cat_1,cat_4
V2421,cat_1,cat_4
V2422,cat_1,cat_4
V2423,cat_1,cat_4
V2424,cat_1,cat_4
V2425,cat_1,cat_4
V2426,cat_1,cat_4
V2427,cat_1,cat_4
V2428,cat_1,cat_4
V2429,cat_1,cat_4
V2430,cat_1,cat_4
V2431,cat_1,cat_4
V2432,cat_1,cat_4
V2433,cat_1,cat_4
V2434,cat_1,cat_4
V2435,cat_1,cat_4
V2436,cat_1,cat_4
V2437,cat_1,cat_4
V2438,cat_1,cat_4
V2439,cat_1,cat_4
V2440,cat_1,cat_4
V2441,cat_1,cat_4
V2442,cat_1,cat_4
V2443,cat_1,cat_4
V2444,cat_1,cat_4
V2445,cat_1,cat_4
V2446,cat_1,cat_4
V2447,cat_1,cat_4
V2448,cat_1,cat_4
V2449,cat_1,cat_4
V2450,cat_1,cat_4
V2451,cat_1,cat_4
V2452,cat_1,cat_4
V2453,cat_1,cat_4
V2454,cat_1,cat_4
V2455,cat_1,cat_4
V2456,cat_1,cat_4
V2457,cat_1,cat_4
V2458,cat_1,cat_4
V2459,cat_1,cat_4
V2460,cat_1,cat_4
V2461,cat_1,cat_4
V2462,cat_1,cat_4
V2463,cat_1,cat_4
V2464,cat_1,cat_4
V2465,cat_1,cat_4
V2466,cat_1,cat_4
V2467,cat_1,cat_4
V2468,cat_1,cat_4
V2469,cat_1,cat_4
V2470,cat_1,cat_4
V2471,cat_1,cat_4
V2472,cat_1,cat_4
V2473,cat_1,cat_4
V2474,cat_1,cat_4
V2475,cat_1,cat_4
V2476,cat_1,cat_4
V2477,cat_1,cat_4
V2478,cat_1,cat_4
V2479,cat_1,cat_4
V2480,cat_1,cat_4
V2481,cat_1,cat_4
V2482,cat_1,cat_4
V2483,cat_1,cat_4
V2484,cat_1,cat_4
V2485,cat_1,cat_4
V2486,cat_1,cat_4
V2487,cat_1,cat_4
V2488,cat_1,cat_4
V2489,cat_1,cat_4
V2490,cat_1,cat_4
V2491,cat_1,cat_4
V2492,cat_1,cat_4
V2493,cat_1,cat_4
V2494,cat_1,cat_4
V2495,cat_1,cat_4
V2496,cat_1,cat_4
V2497,cat_1,cat_4
V2498,cat_1,cat_4
V2499,cat_1,cat_4
V2500,cat_1,cat_4
V2501,cat_1,cat_4
V2502,cat_1,cat_4
V2503,cat_1,cat_4
V2504,cat_1,cat_4
V2505,cat_1,cat_4
V2506,cat_1,cat_4
V2507,cat_1,cat_4
V2508,cat_1,cat_4
V2509,cat_1,cat_4
V2510,cat_1,cat_4
V2511,cat_1,cat_4
V2512,cat_1,cat_4
V2513,cat_1,cat_4
V2514,cat_1,cat_4
V2515,cat_1,cat_4
V2516,cat_1,cat_4
V2517,cat_1,cat_4
V2518,cat_1,cat_4
V2519,cat_1,cat_4
V2520,cat_1,cat_4
V2521,cat_1,cat_4
V2522,cat_1,cat_4
V2523,cat_1,cat_4
V2524,cat_1,cat_4
V2525,cat_1,cat_4
V2526,cat_1,cat_4
V2527,cat_1,cat_4
V2528,cat_1,cat_4
V2529,cat_1,cat_4
V2530,cat_1,cat_4
V2531,cat_1,cat_4
V2532,cat_1,cat_4
V2533,cat_1,cat_4
V2534,cat_1,cat_4
V2535,cat_1,cat_4
V2536,cat_1,cat_4
V2537,cat_1,cat_4
V2538,cat_1,cat_4
V2539,cat_1,cat_4
V2540,cat_1,cat_4
V2541,cat_1,cat_4
V2542,cat_1,cat_4
V2543,cat_1,cat_4
V2544,cat_1,cat_4
V2545,cat_1,cat_4
V2546,cat_1,cat_4
V2547,cat_1,cat_4
V2548,cat_1,cat_4
V2549,cat_1,cat_4
V2550,cat_1,cat_4
V2551,cat_1,cat_4
V2552,cat_1,cat_4
V2553,cat_1,cat_4
V2554,cat_1,cat_4
V2555,cat_1,cat_4
V2556,cat_1,cat_4
V2557,cat_1,cat_4
V2558,cat_1,cat_4
V2559,cat_1,cat_4
V2560,cat_1,cat_4
V2561,cat_1,cat_4
V2562,cat_1,cat_4
V2563,cat_1,cat_4
V2564,cat_1,cat_4
V2565,cat_1,cat_4
V2566,cat_1,cat_4
V2567,cat_1,cat_4
V2568,cat_1,cat_4
V2569,cat_1,cat_4
V2570,cat_1,cat_4
V2571,cat_1,cat_4
V2572,cat_1,cat_4
V2573,cat_1,cat_4
V2574,cat_1,cat_4
V2575,cat_1,cat_4
V2576,cat_1,cat_4
V2577,cat_1,cat_4
V2578,cat_1,cat_4
V2579,cat_1,cat_4
V2580,cat_1,cat_4
V2581,cat_1,cat_4
V2582,cat_1,cat_4
V2583,cat_1,cat_4
V2584,cat_1,cat_4
V2585,cat_1,cat_4
V2586,cat_1,cat_4
V2587,cat_1,cat_4
V2588,cat_1,cat_4
V2589,cat_1,cat_4
V2590,cat_1,cat_4
V2591,cat_1,cat_4
V2592,cat_1,cat_4
V2593,cat_1,cat_4
V2594,cat_1,cat_4
V2595,cat_1,cat_4
V2596,cat_1,cat_4
V2597,cat_1,cat_4
V2598,cat_1,cat_4
V2599,cat_1,cat_4
V2600,cat_1,cat_4
V2601,cat_1,cat_4
V2602,cat_1,cat_4
V2603,cat_1,cat_4
V2604,cat_1,cat_4
V2605,cat_1,cat_4
V2606,cat_1,cat_4
V2607,cat_1,cat_4
V2608,cat_1,cat_4
V2609,cat_1,cat_4
V2610,cat_1,cat_4
V2611,cat_1,cat_4
V2612,cat_1,cat_4
V2613,cat_1,cat_4
V2614,cat_1,cat_4
V2615,cat_1,cat_4
V2616,cat_1,cat_4
V2617,cat_1,cat_4
V2618,cat_1,cat_4
V2619,cat_1,cat_4
V2620,cat_1,cat_4
V2621,cat_1,cat_4
V2622,cat_1,cat_4
V2623,cat_1,cat_4
V2624,cat_1,cat_4
V2625,cat_1,cat_4
V2626,cat_1,cat_4
V2627,cat_1,cat_4
V2628,cat_1,cat_4
V2629,cat_1,cat_4
V2630,cat_1,cat_4
V2631,cat_1,cat_4
V2632,cat_1,cat_4
V2633,cat_1,cat_4
V2634,cat_1,cat_4
V2635,cat_1,cat_4
V2636,cat_1,cat_4
V2637,cat_1,cat_4
V2638,cat_1,cat_4
V2639,cat_1,cat_4
V2640,cat_1,cat_4
V2641,cat_1,cat_4
V2642,cat_1,cat_4
V2643,cat_1,cat_4
V2644,cat_1,cat_4
V2645,cat_1,cat_4
V2646,cat_1,cat_4
V2647,cat_1,cat_4
V2648,cat_1,cat_4
V2649,cat_1,cat_4
V2650,cat_1,cat_4
V2651,cat_1,cat_4
V2652,cat_1,cat_4
V2653,cat_1,cat_4
V2654,cat_1,cat_4
V2655,cat_1,cat_4
V2656,cat_1,cat_4
V2657,cat_1,cat_4
V2658,cat_1,cat_4
V2659,cat_1,cat_4
V2660,cat_1,cat_4
V2661,cat_1,cat_4
V2662,cat_1,cat_4
V2663,cat_1,cat_4
V2664,cat_1,cat_4
V2665,cat_1,cat_4
V2666,cat_1,cat_4
V2667,cat_1,cat_4
V2668,cat_1,cat_4
V2669,cat_1,cat_4
V2670,cat_1,cat_4
V2671,cat_1,cat_4
V2672,cat_1,cat_4
V2673,cat_1,cat_4
V2674,cat_1,cat_4
V2675,cat_1,cat_4
V2676,cat_1,cat_4
V2677,cat_1,cat_4
V2678,cat_1,cat_4
V2679,cat_1,cat_4
V2680,cat_1,cat_4
V2681,cat_1,cat_4
V2682,cat_1,cat_4
V2683,cat_1,cat_4
V2684,cat_1,cat_4
V2685,cat_1,cat_4
V2686,cat_1,cat_4
V2687,cat_1,cat_4
V2688,cat_1,cat_4
V2689,cat_1,cat_4
V2690,cat_1,cat_4
V2691,cat_1,cat_4
V2692,cat_1,cat_4
V2693,cat_1,cat_4
V2694,cat_1,cat_4
V2695,cat_1,cat_4
V2696,cat_1,cat_4
V2697,cat_1,cat_4
V2698,cat_1,cat_4
V2699,cat_1,cat_4
V2700,cat_1,cat_4
V2701,cat_1,cat_4
V2702,cat_1,cat_4
V2703,cat_1,cat_4
V2704,cat_1,cat_4
V2705,cat_1,cat_4
V2706,cat_1,cat_4
V2707,cat_1,cat_4
V2708,cat_1,cat_4
V2709,cat_1,cat_4
V2710,cat_1,cat_4
V2711,cat_1,cat_4
V2712,cat_1,cat_4
V2713,cat_1,cat_4
V2714,cat_1,cat_4
V2715,cat_1,cat_4
V2716,cat_1,cat_4
V2717,cat_1,cat_4
V2718,cat_1,cat_4
V2719,cat_1,cat_4
V2720,cat_1,cat_4
V2721,cat_1,cat_4
V2722,cat_1,cat_4
V2723,cat_1,cat_4
V2724,cat_1,cat_4
V2725,cat_1,cat_4
V2726,cat_1,cat_4
V2727,cat_1,cat_4
V2728,cat_1,cat_4
V2729,cat_1,cat_4
V2730,cat_1,cat_4
V2731,cat_1,cat_4
V2732,cat_1,cat_4
V2733,cat_1,cat_4
V2734,cat_1,cat_4
V2735,cat_1,cat_4
V2736,cat_1,cat_4
V2737,cat_1,cat_4
V2738,cat_1,cat_4
V2739,cat_1,cat_4
V2740,cat_1,cat_4
V2741,cat_1,cat_4
V2742,cat_1,cat_4
V2743,cat_1,cat_4
V2744,cat_1,cat_4
V2745,cat_1,cat_4
V2746,cat_1,cat_4
V2747,cat_1,cat_4
V2748,cat_1,cat_4
V2749,cat_1,cat_4
V2750,cat_1,cat_4
V2751,cat_1,cat_4
V2752,cat_1,cat_4
V2753,cat_1,cat_4
V2754,cat_1,cat_4
V2755,cat_1,cat_4
V2756,cat_1,cat_4
V2757,cat_1,cat_4
V2758,cat_1,cat_4
V2759,cat_1,cat_4
V2760,cat_1,cat_4
V2761,cat_1,cat_4
V2762,cat_1,cat_4
V2763,cat_1,cat_4
V2764,cat_1,cat_4
V2765,cat_1,cat_4
V2766,cat_1,cat_4
V2767,cat_1,cat_4
V2768,cat_1,cat_4
V2769,cat_1,cat_4
V2770,cat_1,cat_4
V2771,cat_1,cat_4
V2772,cat_1,cat_4
V2773,cat_1,cat_4
V2774,cat_1,cat_4
V2775,cat_1,cat_4
V2776,cat_1,cat_4
V2777,cat_1,cat_4
V2778,cat_1,cat_4
V2779,cat_1,cat_4
V2780,cat_1,cat_4
V2781,cat_1,cat_4
V2782,cat_1,cat_4
V2783,cat_1,cat_4
V2784,cat_1,cat_4
V2785,cat_1,cat_4
V2786,cat_1,cat_4
V2787,cat_1,cat_4
V2788,cat_1,cat_4
V2789,cat_1,cat_4
V2790,cat_1,cat_4
V2791,cat_1,cat_4
V2792,cat_1,cat_4
V2793,cat_1,cat_4
V2794,cat_1,cat_4
V2795,cat_1,cat_4
V2796,cat_1,cat_4
V2797,cat_1,cat_4
V2798,cat_1,cat_4
V2799,cat_1,cat_4
V2800,cat_1,cat_4
V2801,cat_1,cat_4
V2802,cat_1,cat_4
V2803,cat_1,cat_4
V2804,cat_1,cat_4
V2805,cat_1,cat_4
V2806,cat_1,cat_4
V2807,cat_1,cat_4
V2808,cat_1,cat_4
V2809,cat_1,cat_4
V2810,cat_1,cat_4
V2811,cat_1,cat_4
V2812,cat_1,cat_4
V2813,cat_1,cat_4
V2814,cat_1,cat_4
V2815,cat_1,cat_4
V2816,cat_1,cat_4
V2817,cat_1,cat_4
V2818,cat_1,cat_4
V2819,cat_1,cat_4
V2820,cat_1,cat_4
V2821,cat_1,cat_4
V2822,cat_1,cat_4
V2823,cat_1,cat_4
V2824,cat_1,cat_4
V2825,cat_1,cat_4
V2826,cat_1,cat_4
V2827,cat_1,cat_4
V2828,cat_1,cat_4
V2829,cat_1,cat_4
V2830,cat_1,cat_4
V2831,cat_1,cat_4
V2832,cat_1,cat_4
V2833,cat_1,cat_4
V2834,cat_1,cat_4
V2835,cat_1,cat_4
V2836,cat_1,cat_4
V2837,cat_1,cat_4
V2838,cat_1,cat_4
V2839,cat_1,cat_4
V2840,cat_1,cat_4
V2841,cat_1,cat_4
V2842,cat_1,cat_4
V2843,cat_1,cat_4
V2844,cat_1,cat_4
V2845,cat_1,cat_4
V2846,cat_1,cat_4
V2847,cat_1,cat_4
V2848,cat_1,cat_4
V2849,cat_1,cat_4
V2850,cat_1,cat_4
V2851,cat_1,cat_4
V2852,cat_1,cat_4
V2853,cat_1,cat_4
V2854,cat_1,cat_4
V2855,cat_1,cat_4
V2856,cat_1,cat_4
V2857,cat_1,cat_4
V2858,cat_1,cat_4
V2859,cat_1,cat_4
V2860,cat_1,cat_4
V2861,cat_1,cat_4
V2862,cat_1,cat_4
V2863,cat_1,cat_4
V2864,cat_1,cat_4
V2865,cat_1,cat_4
V2866,cat_1,cat_4
V2867,cat_1,cat_4
V2868,cat_1,cat_4
V2869,cat_1,cat_4
V2870,cat_1,cat_4
V2871,cat_1,cat_4
V2872,cat_1,cat_4
V2873,cat_1,cat_4
V2874,cat_1,cat_4
V2875,cat_1,cat_4
V2876,cat_1,cat_4
V2877,cat_1,cat_4
V2878,cat_1,cat_4
V2879,cat_1,cat_4
V2880,cat_1,cat_4
V2881,cat_1,cat_4
V2882,cat_1,cat_4
V2883,cat_1,cat_4
V2884,cat_1,cat_4
V2885,cat_1,cat_4
V2886,cat_1,cat_4
V2887,cat_1,cat_4
V2888,cat_1,cat_4
V2889,cat_1,cat_4
V2890,cat_1,cat_4
V2891,cat_1,cat_4
V2892,cat_1,cat_4
V2893,cat_1,cat_4
V2894,cat_1,cat_4
V2895,cat_1,cat_4
V2896,cat_1,cat_4
V2897,cat_1,cat_4
V2898,cat_1,cat_4
V2899,cat_1,cat_4
V2900,cat_1,cat_4
V2901,cat_1,cat_4
V2902,cat_1,cat_4
V2903,cat_1,cat_4
V2904,cat_1,cat_4
V2905,cat_1,cat_4
V2906,cat_1,cat_4
V2907,cat_1,cat_4
V2908,cat_1,cat_4
V2909,cat_1,cat_4
V2910,cat_1,cat_4
V2911,cat_1,cat_4
V2912,cat_1,cat_4
V2913,cat_1,cat_4
V2914,cat_1,cat_4
V2915,cat_1,cat_4
V2916,cat_1,cat_4
V2917,cat_1,cat_4
V2918,cat_1,cat_4
V2919,cat_1,cat_4
V2920,cat_1,cat_4
V2921,cat_1,cat_4
V2922,cat_1,cat_4
V2923,cat_1,cat_4
V2924,cat_1,cat_4
V2925,cat_1,cat_4
V2926,cat_1,cat_4
V2927,cat_1,cat_4
V2928,cat_1,cat_4
V2929,cat_1,cat_4
V2930,cat_1,cat_4
V2931,cat_1,cat_4
V2932,cat_1,cat_4
V2933,cat_1,cat_4
V2934,cat_1,cat_4
V2935,cat_1,cat_4
V2936,cat_1,cat_4
V2937,cat_1,cat_4
V2938,cat_1,cat_4
V2939,cat_1,cat_4
V2940,cat_1,cat_4
V2941,cat_1,cat_4
V2942,cat_1,cat_4
V2943,cat_1,cat_4
V2944,cat_1,cat_4
V2945,cat_1,cat_4
V2946,cat_1,cat_4
V2947,cat_1,cat_4
V2948,cat_1,cat_4
V2949,cat_1,cat_4
V2950,cat_1,cat_4
V2951,cat_1,cat_4
V2952,cat_1,cat_4
V2953,cat_1,cat_4
V2954,cat_1,cat_4
V2955,cat_1,cat_4
V2956,cat_1,cat_4
V2957,cat_1,cat_4
V2958,cat_1,cat_4
V2959,cat_1,cat_4
V2960,cat_1,cat_4
V2961,cat_1,cat_4
V2962,cat_1,cat_4
V2963,cat_1,cat_4
V2964,cat_1,cat_4
V2965,cat_1,cat_4
V2966,cat_1,cat_4
V2967,cat_1,cat_4
V2968,cat_1,cat_4
V2969,cat_1,cat_4
V2970,cat_1,cat_4
V2971,cat_1,cat_4
V2972,cat_1,cat_4
V2973,cat_1,cat_4
V2974,cat_1,cat_4
V2975,cat_1,cat_4
V2976,cat_1,cat_4
V2977,cat_1,cat_4
V2978,cat_1,cat_4
V2979,cat_1,cat_4
V2980,cat_1,cat_4
V2981,cat_1,cat_4
V2982,cat_1,cat_4
V2983,cat_1,cat_4
V2984,cat_1,cat_4
V2985,cat_1,cat_4
V2986,cat_1,cat_4
V2987,cat_1,cat_4
V2988,cat_1,cat_4
V2989,cat_1,cat_4
V2990,cat_1,cat_4
V2991,cat_1,cat_4
V2992,cat_1,cat_4
V2993,cat_1,cat_4
V2994,cat_1,cat_4
V2995,cat_1,cat_4
V2996,cat_1,cat_4
V2997,cat_1,cat_4
V2998,cat_1,cat_4
V2999,cat_1,cat_4
V3000,cat_1,cat_4
V3001,cat_1,cat_4
V3002,cat_1,cat_4
V3003,cat_1,cat_4
V3004,cat_1,cat_4
V3005,cat_1,cat_4
V3006,cat_1,cat_4
V3007,cat_1,cat_4
V3008,cat_1,cat_4
V3009,cat_1,cat_4
V3010,cat_1,cat_4
V3011,cat_1,cat_4
V3012,cat_1,cat_4
V3013,cat_1,cat_4
V3014,cat_1,cat_4
V3015,cat_1,cat_4
V3016,cat_1,cat_4
V3017,cat_1,cat_4
V3018,cat_1,cat_4
V3019,cat_1,cat_4
V3020,cat_1,cat_4
V3021,cat_1,cat_4
V3022,cat_1,cat_4
V3023,cat_1,cat_4
V3024,cat_1,cat_4
V3025,cat_1,cat_4
V3026,cat_1,cat_4
V3027,cat_1,cat_4
V3028,cat_1,cat_4
V3029,cat_1,cat_4
V3030,cat_1,cat_4
V3031,cat_1,cat_4
V3032,cat_1,cat_4
V3033,cat_1,cat_4
V3034,cat_1,cat_4
V3035,cat_1,cat_4
V3036,cat_1,cat_4
V3037,cat_1,cat_4
V3038,cat_1,cat_4
V3039,cat_1,cat_4
V3040,cat_1,cat_4
V3041,cat_1,cat_4
V3042,cat_1,cat_4
V3043,cat_1,cat_4
V3044,cat_1,cat_4
V3045,cat_1,cat_4
V3046,cat_1,cat_4
V3047,cat_1,cat_4
V3048,cat_1,cat_4
V3049,cat_1,cat_4
V3050,cat_1,cat_4
V3051,cat_1,cat_4
V3052,cat_1,cat_4
V3053,cat_1,cat_4
V3054,cat_1,cat_4
V3055,cat_1,cat_4
V3056,cat_1,cat_4
V3057,cat_1,cat_4
V3058,cat_1,cat_4
V3059,cat_1,cat_4
V3060,cat_1,cat_4
V3061,cat_1,cat_4
V3062,cat_1,cat_4
V3063,cat_1,cat_4
V3064,cat_1,cat_4
V3065,cat_1,cat_4
