var,cat1,cat2
V5064,cat_2,cat_5
V5065,cat_2,cat_5
V5066,cat_2,cat_5
V5067,cat_2,cat_5
V5068,cat_2,cat_5
V5069,cat_2,cat_5
V5070,cat_2,cat_5
V5071,cat_2,cat_5
V5072,cat_2,cat_5
V5073,cat_2,cat_5
V5074,cat_2,cat_5
V5075,cat_2,cat_5
V5076,cat_2,cat_5
V5077,cat_2,cat_5
V5078,cat_2,cat_5
V5079,cat_2,cat_5
V5080,cat_2,cat_5
V5081,cat_2,cat_5
V5082,cat_2,cat_5
V5083,cat_2,cat_5
V5084,cat_2,cat_5
V5085,cat_2,cat_5
V5086,cat_2,cat_5
V5087,cat_2,cat_5
V5088,cat_2,cat_5
V5089,cat_2,cat_5
V5090,cat_2,cat_5
V5091,cat_2,cat_5
V5092,cat_2,cat_5
V5093,cat_2,cat_5
V5094,cat_2,cat_5
V5095,cat_2,cat_5
V5096,cat_2,cat_5
V5097,cat_2,cat_5
V5098,cat_2,cat_5
V5099,cat_2,cat_5
V5100,cat_2,cat_5
V5101,cat_2,cat_5
V5102,cat_2,cat_5
V5103,cat_2,cat_5
V5104,cat_2,cat_5
V5105,cat_2,cat_5
V5106,cat_2,cat_5
V5107,cat_2,cat_5
V5108,cat_2,cat_5
V5109,cat_2,cat_5
V5110,cat_2,cat_5
V5111,cat_2,cat_5
V5112,cat_2,cat_5
V5113,cat_2,cat_5
V5114,cat_2,cat_5
V5115,cat_2,cat_5
V5116,cat_2,cat_5
V5117,cat_2,cat_5
V5118,cat_2,cat_5
V5119,cat_2,cat_5
V5120,cat_2,cat_5
V5121,cat_2,cat_5
V5122,cat_2,cat_5
V5123,cat_2,cat_5
V5124,cat_2,cat_5
V5125,cat_2,cat_5
V5126,cat_2,cat_5
V5127,cat_2,cat_5
V5128,cat_2,cat_5
V5129,cat_2,cat_5
V5130,cat_2,cat_5
V5131,cat_2,cat_5
V5132,cat_2,cat_5
V5133,cat_2,cat_5
V5134,cat_2,cat_5
V5135,cat_2,cat_5
V5136,cat_2,cat_5
V5137,cat_2,cat_5
V5138,cat_2,cat_5
V5139,cat_2,cat_5
V5140,cat_2,cat_5
V5141,cat_2,cat_5
V5142,cat_2,cat_5
V5143,cat_2,cat_5
V5144,cat_2,cat_5
V5145,cat_2,cat_5
V5146,cat_2,cat_5
V5147,cat_2,cat_5
V5148,cat_2,cat_5
V5149,cat_2,cat_5
V5150,cat_2,cat_5
V5151,cat_2,cat_5
V5152,cat_2,cat_5
V5153,cat_2,cat_5
V5154,cat_2,cat_5
V5155,cat_2,cat_5
V5156,cat_2,cat_5
V5157,cat_2,cat_5
V5158,cat_2,cat_5
V5159,cat_2,cat_5
V5160,cat_2,cat_5
V5161,cat_2,cat_5
V5162,cat_2,cat_5
V5163,cat_2,cat_5
V5164,cat_2,cat_5
V5165,cat_2,cat_5
V5166,cat_2,cat_5
V5167,cat_2,cat_5
V5168,cat_2,cat_5
V5169,cat_2,cat_5
V5170,cat_2,cat_5
V5171,cat_2,cat_5
V5172,cat_2,cat_5
V5173,cat_2,cat_5
V5174,cat_2,cat_5
V5175,cat_2,cat_5
V5176,cat_2,cat_5
V5177,cat_2,cat_5
V5178,cat_2,cat_5
V5179,cat_2,cat_5
V5180,cat_2,cat_5
V5181,cat_2,cat_5
V5182,cat_2,cat_5
V5183,cat_2,cat_5
V5184,cat_2,cat_5
V5185,cat_2,cat_5
V5186,cat_2,cat_5
V5187,cat_2,cat_5
V5188,cat_2,cat_5
V5189,cat_2,cat_5
V5190,cat_2,cat_5
V5191,cat_2,cat_5
V5192,cat_2,cat_5
V5193,cat_2,cat_5
V5194,cat_2,cat_5
V5195,cat_2,cat_5
V5196,cat_2,cat_5
V5197,cat_2,cat_5
V5198,cat_2,cat_5
V5199,cat_2,cat_5
V5200,cat_2,cat_5
V5201,cat_2,cat_5
V5202,cat_2,cat_5
V5203,cat_2,cat_5
V5204,cat_2,cat_5
V5205,cat_2,cat_5
V5206,cat_2,cat_5
V5207,cat_2,cat_5
V5208,cat_2,cat_5
V5209,cat_2,cat_5
V5210,cat_2,cat_5
V5211,cat_2,cat_5
V5212,cat_2,cat_5
V5213,cat_2,cat_5
V5214,cat_2,cat_5
V5215,cat_2,cat_5
V5216,cat_2,cat_5
V5217,cat_2,cat_5
V5218,cat_2,cat_5
V5219,cat_2,cat_5
V5220,cat_2,cat_5
V5221,cat_2,cat_5
V5222,cat_2,cat_5
V5223,cat_2,cat_5
V5224,cat_2,cat_5
V5225,cat_2,cat_5
V5226,cat_2,cat_5
V5227,cat_2,cat_5
V5228,cat_2,cat_5
V5229,cat_2,cat_5
V5230,cat_2,cat_5
V5231,cat_2,cat_5
V5232,cat_2,cat_5
V5233,cat_2,cat_5
V5234,cat_2,cat_5
V5235,cat_2,cat_5
V5236,cat_2,cat_5
V5237,cat_2,cat_5
V5238,cat_2,cat_5
V5239,cat_2,cat_5
V5240,cat_2,cat_5
V5241,cat_2,cat_5
V5242,cat_2,cat_5
V5243,cat_2,cat_5
V5244,cat_2,cat_5
V5245,cat_2,cat_5
V5246,cat_2,cat_5
V5247,cat_2,cat_5
V5248,cat_2,cat_5
V5249,cat_2,cat_5
V5250,cat_2,cat_5
V5251,cat_2,cat_5
V5252,cat_2,cat_5
V5253,cat_2,cat_5
V5254,cat_2,cat_5
V5255,cat_2,cat_5
V5256,cat_2,cat_5
V5257,cat_2,cat_5
V5258,cat_2,cat_5
V5259,cat_2,cat_5
V5260,cat_2,cat_5
V5261,cat_2,cat_5
V5262,cat_2,cat_5
V5263,cat_2,cat_5
V5264,cat_2,cat_5
V5265,cat_2,cat_5
V5266,cat_2,cat_5
V5267,cat_2,cat_5
V5268,cat_2,cat_5
V5269,cat_2,cat_5
V5270,cat_2,cat_5
V5271,cat_2,cat_5
V5272,cat_2,cat_5
V5273,cat_2,cat_5
V5274,cat_2,cat_5
V5275,cat_2,cat_5
V5276,cat_2,cat_5
V5277,cat_2,cat_5
V5278,cat_2,cat_5
V5279,cat_2,cat_5
V5280,cat_2,cat_5
V5281,cat_2,cat_5
V5282,cat_2,cat_5
V5283,cat_2,cat_5
V5284,cat_2,cat_5
V5285,cat_2,cat_5
V5286,cat_2,cat_5
V5287,cat_2,cat_5
V5288,cat_2,cat_5
V5289,cat_2,cat_5
V5290,cat_2,cat_5
V5291,cat_2,cat_5
V5292,cat_2,cat_5
V5293,cat_2,cat_5
V5294,cat_2,cat_5
V5295,cat_2,cat_5
V5296,cat_2,cat_5
V5297,cat_2,cat_5
V5298,cat_2,cat_5
V5299,cat_2,cat_5
V5300,cat_2,cat_5
V5301,cat_2,cat_5
V5302,cat_2,cat_5
V5303,cat_2,cat_5
V5304,cat_2,cat_5
V5305,cat_2,cat_5
V5306,cat_2,cat_5
V5307,cat_2,cat_5
V5308,cat_2,cat_5
V5309,cat_2,cat_5
V5310,cat_2,cat_5
V5311,cat_2,cat_5
V5312,cat_2,cat_5
V5313,cat_2,cat_5
V5314,cat_2,cat_5
V5315,cat_2,cat_5
V5316,cat_2,cat_5
V5317,cat_2,cat_5
V5318,cat_2,cat_5
V5319,cat_2,cat_5
V5320,cat_2,cat_5
V5321,cat_2,cat_5
V5322,cat_2,cat_5
V5323,cat_2,cat_5
V5324,cat_2,cat_5
V5325,cat_2,cat_5
V5326,cat_2,cat_5
V5327,cat_2,cat_5
V5328,cat_2,cat_5
V5329,cat_2,cat_5
V5330,cat_2,cat_5
V5331,cat_2,cat_5
V5332,cat_2,cat_5
V5333,cat_2,cat_5
V5334,cat_2,cat_5
V5335,cat_2,cat_5
V5336,cat_2,cat_5
V5337,cat_2,cat_5
V5338,cat_2,cat_5
V5339,cat_2,cat_5
V5340,cat_2,cat_5
V5341,cat_2,cat_5
V5342,cat_2,cat_5
V5343,cat_2,cat_5
V5344,cat_2,cat_5
V5345,cat_2,cat_5
V5346,cat_2,cat_5
V5347,cat_2,cat_5
V5348,cat_2,cat_5
V5349,cat_2,cat_5
V5350,cat_2,cat_5
V5351,cat_2,cat_5
V5352,cat_2,cat_5
V5353,cat_2,cat_5
V5354,cat_2,cat_5
V5355,cat_2,cat_5
V5356,cat_2,cat_5
V5357,cat_2,cat_5
V5358,cat_2,cat_5
V5359,cat_2,cat_5
V5360,cat_2,cat_5
V5361,cat_2,cat_5
V5362,cat_2,cat_5
V5363,cat_2,cat_5
V5364,cat_2,cat_5
V5365,cat_2,cat_5
V5366,cat_2,cat_5
V5367,cat_2,cat_5
V5368,cat_2,cat_5
V5369,cat_2,cat_5
V5370,cat_2,cat_5
V5371,cat_2,cat_5
V5372,cat_2,cat_5
V5373,cat_2,cat_5
V5374,cat_2,cat_5
V5375,cat_2,cat_5
V5376,cat_2,cat_5
V5377,cat_2,cat_5
V5378,cat_2,cat_5
V5379,cat_2,cat_5
V5380,cat_2,cat_5
V5381,cat_2,cat_5
V5382,cat_2,cat_5
V5383,cat_2,cat_5
V5384,cat_2,cat_5
V5385,cat_2,cat_5
V5386,cat_2,cat_5
V5387,cat_2,cat_5
V5388,cat_2,cat_5
V5389,cat_2,cat_5
V5390,cat_2,cat_5
V5391,cat_2,cat_5
V5392,cat_2,cat_5
V5393,cat_2,cat_5
V5394,cat_2,cat_5
V5395,cat_2,cat_5
V5396,cat_2,cat_5
V5397,cat_2,cat_5
V5398,cat_2,cat_5
V5399,cat_2,cat_5
V5400,cat_2,cat_5
V5401,cat_2,cat_5
V5402,cat_2,cat_5
V5403,cat_2,cat_5
V5404,cat_2,cat_5
V5405,cat_2,cat_5
V5406,cat_2,cat_5
V5407,cat_2,cat_5
V5408,cat_2,cat_5
V5409,cat_2,cat_5
V5410,cat_2,cat_5
V5411,cat_2,cat_5
V5412,cat_2,cat_5
V5413,cat_2,cat_5
V5414,cat_2,cat_5
V5415,cat_2,cat_5
V5416,cat_2,cat_5
V5417,cat_2,cat_5
V5418,cat_2,cat_5
V5419,cat_2,cat_5
V5420,cat_2,cat_5
V5421,cat_2,cat_5
V5422,cat_2,cat_5
V5423,cat_2,cat_5
V5424,cat_2,cat_5
V5425,cat_2,cat_5
V5426,cat_2,cat_5
V5427,cat_2,cat_5
V5428,cat_2,cat_5
V5429,cat_2,cat_5
V5430,cat_2,cat_5
V5431,cat_2,cat_5
V5432,cat_2,cat_5
V5433,cat_2,cat_5
V5434,cat_2,cat_5
V5435,cat_2,cat_5
V5436,cat_2,cat_5
V5437,cat_2,cat_5
V5438,cat_2,cat_5
V5439,cat_2,cat_5
V5440,cat_2,cat_5
V5441,cat_2,cat_5
V5442,cat_2,cat_5
V5443,cat_2,cat_5
V5444,cat_2,cat_5
V5445,cat_2,cat_5
V5446,cat_2,cat_5
V5447,cat_2,cat_5
V5448,cat_2,cat_5
V5449,cat_2,cat_5
V5450,cat_2,cat_5
V5451,cat_2,cat_5
V5452,cat_2,cat_5
V5453,cat_2,cat_5
V5454,cat_2,cat_5
V5455,cat_2,cat_5
V5456,cat_2,cat_5
V5457,cat_2,cat_5
V5458,cat_2,cat_5
V5459,cat_2,cat_5
V5460,cat_2,cat_5
V5461,cat_2,cat_5
V5462,cat_2,cat_5
V5463,cat_2,cat_5
V5464,cat_2,cat_5
V5465,cat_2,cat_5
V5466,cat_2,cat_5
V5467,cat_2,cat_5
V5468,cat_2,cat_5
V5469,cat_2,cat_5
V5470,cat_2,cat_5
V5471,cat_2,cat_5
V5472,cat_2,cat_5
V5473,cat_2,cat_5
V5474,cat_2,cat_5
V5475,cat_2,cat_5
V5476,cat_2,cat_5
V5477,cat_2,cat_5
V5478,cat_2,cat_5
V5479,cat_2,cat_5
V5480,cat_2,cat_5
V5481,cat_2,cat_5
V5482,cat_2,cat_5
V5483,cat_2,cat_5
V5484,cat_2,cat_5
V5485,cat_2,cat_5
V5486,cat_2,cat_5
V5487,cat_2,cat_5
V5488,cat_2,cat_5
V5489,cat_2,cat_5
V5490,cat_2,cat_5
V5491,cat_2,cat_5
V5492,cat_2,cat_5
V5493,cat_2,cat_5
V5494,cat_2,cat_5
V5495,cat_2,cat_5
V5496,cat_2,cat_5
V5497,cat_2,cat_5
V5498,cat_2,cat_5
V5499,cat_2,cat_5
V5500,cat_2,cat_5
V5501,cat_2,cat_5
V5502,cat_2,cat_5
V5503,cat_2,cat_5
V5504,cat_2,cat_5
V5505,cat_2,cat_5
V5506,cat_2,cat_5
V5507,cat_2,cat_5
V5508,cat_2,cat_5
V5509,cat_2,cat_5
V5510,cat_2,cat_5
V5511,cat_2,cat_5
V5512,cat_2,cat_5
V5513,cat_2,cat_5
V5514,cat_2,cat_5
V5515,cat_2,cat_5
V5516,cat_2,cat_5
V5517,cat_2,cat_5
V5518,cat_2,cat_5
V5519,cat_2,cat_5
V5520,cat_2,cat_5
V5521,cat_2,cat_5
V5522,cat_2,cat_5
V5523,cat_2,cat_5
V5524,cat_2,cat_5
V5525,cat_2,cat_5
V5526,cat_2,cat_5
V5527,cat_2,cat_5
V5528,cat_2,cat_5
V5529,cat_2,cat_5
V5530,cat_2,cat_5
V5531,cat_2,cat_5
V5532,cat_2,cat_5
V5533,cat_2,cat_5
V5534,cat_2,cat_5
V5535,cat_2,cat_5
V5536,cat_2,cat_5
V5537,cat_2,cat_5
V5538,cat_2,cat_5
V5539,cat_2,cat_5
V5540,cat_2,cat_5
V5541,cat_2,cat_5
V5542,cat_2,cat_5
V5543,cat_2,cat_5
V5544,cat_2,cat_5
V5545,cat_2,cat_5
V5546,cat_2,cat_5
V5547,cat_2,cat_5
V5548,cat_2,cat_5
V5549,cat_2,cat_5
V5550,cat_2,cat_5
V5551,cat_2,cat_5
V5552,cat_2,cat_5
V5553,cat_2,cat_5
V5554,cat_2,cat_5
V5555,cat_2,cat_5
V5556,cat_2,cat_5
V5557,cat_2,cat_5
V5558,cat_2,cat_5
V5559,cat_2,cat_5
V5560,cat_2,cat_5
V5561,cat_2,cat_5
V5562,cat_2,cat_5
V5563,cat_2,cat_5
V5564,cat_2,cat_5
V5565,cat_2,cat_5
V5566,cat_2,cat_5
V5567,cat_2,cat_5
V5568,cat_2,cat_5
V5569,cat_2,cat_5
V5570,cat_2,cat_5
V5571,cat_2,cat_5
V5572,cat_2,cat_5
V5573,cat_2,cat_5
V5574,cat_2,cat_5
V5575,cat_2,cat_5
V5576,cat_2,cat_5
V5577,cat_2,cat_5
V5578,cat_2,cat_5
V5579,cat_2,cat_5
V5580,cat_2,cat_5
V5581,cat_2,cat_5
V5582,cat_2,cat_5
V5583,cat_2,cat_5
V5584,cat_2,cat_5
V5585,cat_2,cat_5
V5586,cat_2,cat_5
V5587,cat_2,cat_5
V5588,cat_2,cat_5
V5589,cat_2,cat_5
V5590,cat_2,cat_5
V5591,cat_2,cat_5
V5592,cat_2,cat_5
V5593,cat_2,cat_5
V5594,cat_2,cat_5
V5595,cat_2,cat_5
V5596,cat_2,cat_5
V5597,cat_2,cat_5
V5598,cat_2,cat_5
V5599,cat_2,cat_5
V5600,cat_2,cat_5
V5601,cat_2,cat_5
V5602,cat_2,cat_5
V5603,cat_2,cat_5
V5604,cat_2,cat_5
V5605,cat_2,cat_5
V5606,cat_2,cat_5
V5607,cat_2,cat_5
V5608,cat_2,cat_5
V5609,cat_2,cat_5
V5610,cat_2,cat_5
V5611,cat_2,cat_5
V5612,cat_2,cat_5
V5613,cat_2,cat_5
V5614,cat_2,cat_5
V5615,cat_2,cat_5
V5616,cat_2,cat_5
V5617,cat_2,cat_5
V5618,cat_2,cat_5
V5619,cat_2,cat_5
V5620,cat_2,cat_5
V5621,cat_2,cat_5
V5622,cat_2,cat_5
V5623,cat_2,cat_5
V5624,cat_2,cat_5
V5625,cat_2,cat_5
V5626,cat_2,cat_5
V5627,cat_2,cat_5
V5628,cat_2,cat_5
V5629,cat_2,cat_5
V5630,cat_2,cat_5
V5631,cat_2,cat_5
V5632,cat_2,cat_5
V5633,cat_2,cat_5
V5634,cat_2,cat_5
V5635,cat_2,cat_5
V5636,cat_2,cat_5
V5637,cat_2,cat_5
V5638,cat_2,cat_5
V5639,cat_2,cat_5
V5640,cat_2,cat_5
V5641,cat_2,cat_5
V5642,cat_2,cat_5
V5643,cat_2,cat_5
V5644,cat_2,cat_5
V5645,cat_2,cat_5
V5646,cat_2,cat_5
V5647,cat_2,cat_5
V5648,cat_2,cat_5
V5649,cat_2,cat_5
V5650,cat_2,cat_5
V5651,cat_2,cat_5
V5652,cat_2,cat_5
V5653,cat_2,cat_5
V5654,cat_2,cat_5
V5655,cat_2,cat_5
V5656,cat_2,cat_5
V5657,cat_2,cat_5
V5658,cat_2,cat_5
V5659,cat_2,cat_5
V5660,cat_2,cat_5
V5661,cat_2,cat_5
V5662,cat_2,cat_5
V5663,cat_2,cat_5
V5664,cat_2,cat_5
V5665,cat_2,cat_5
V5666,cat_2,cat_5
V5667,cat_2,cat_5
V5668,cat_2,cat_5
V5669,cat_2,cat_5
V5670,cat_2,cat_5
V5671,cat_2,cat_5
V5672,cat_2,cat_5
V5673,cat_2,cat_5
V5674,cat_2,cat_5
V5675,cat_2,cat_5
V5676,cat_2,cat_5
V5677,cat_2,cat_5
V5678,cat_2,cat_5
V5679,cat_2,cat_5
V5680,cat_2,cat_5
V5681,cat_2,cat_5
V5682,cat_2,cat_5
V5683,cat_2,cat_5
V5684,cat_2,cat_5
V5685,cat_2,cat_5
V5686,cat_2,cat_5
V5687,cat_2,cat_5
V5688,cat_2,cat_5
V5689,cat_2,cat_5
V5690,cat_2,cat_5
V5691,cat_2,cat_5
V5692,cat_2,cat_5
V5693,cat_2,cat_5
V5694,cat_2,cat_5
V5695,cat_2,cat_5
V5696,cat_2,cat_5
V5697,cat_2,cat_5
V5698,cat_2,cat_5
V5699,cat_2,cat_5
V5700,cat_2,cat_5
V5701,cat_2,cat_5
V5702,cat_2,cat_5
V5703,cat_2,cat_5
V5704,cat_2,cat_5
V5705,cat_2,cat_5
V5706,cat_2,cat_5
V5707,cat_2,cat_5
V5708,cat_2,cat_5
V5709,cat_2,cat_5
V5710,cat_2,cat_5
V5711,cat_2,cat_5
V5712,cat_2,cat_5
V5713,cat_2,cat_5
V5714,cat_2,cat_5
V5715,cat_2,cat_5
V5716,cat_2,cat_5
V5717,cat_2,cat_5
V5718,cat_2,cat_5
V5719,cat_2,cat_5
V5720,cat_2,cat_5
V5721,cat_2,cat_5
V5722,cat_2,cat_5
V5723,cat_2,cat_5
V5724,cat_2,cat_5
V5725,cat_2,cat_5
V5726,cat_2,cat_5
V5727,cat_2,cat_5
V5728,cat_2,cat_5
V5729,cat_2,cat_5
V5730,cat_2,cat_5
V5731,cat_2,cat_5
V5732,cat_2,cat_5
V5733,cat_2,cat_5
V5734,cat_2,cat_5
V5735,cat_2,cat_5
V5736,cat_2,cat_5
V5737,cat_2,cat_5
V5738,cat_2,cat_5
V5739,cat_2,cat_5
V5740,cat_2,cat_5
V5741,cat_2,cat_5
V5742,cat_2,cat_5
V5743,cat_2,cat_5
V5744,cat_2,cat_5
V5745,cat_2,cat_5
V5746,cat_2,cat_5
V5747,cat_2,cat_5
V5748,cat_2,cat_5
V5749,cat_2,cat_5
V5750,cat_2,cat_5
V5751,cat_2,cat_5
V5752,cat_2,cat_5
V5753,cat_2,cat_5
V5754,cat_2,cat_5
V5755,cat_2,cat_5
V5756,cat_2,cat_5
V5757,cat_2,cat_5
V5758,cat_2,cat_5
V5759,cat_2,cat_5
V5760,cat_2,cat_5
V5761,cat_2,cat_5
V5762,cat_2,cat_5
V5763,cat_2,cat_5
V5764,cat_2,cat_5
V5765,cat_2,cat_5
V5766,cat_2,cat_5
V5767,cat_2,cat_5
V5768,cat_2,cat_5
V5769,cat_2,cat_5
V5770,cat_2,cat_5
V5771,cat_2,cat_5
V5772,cat_2,cat_5
V5773,cat_2,cat_5
V5774,cat_2,cat_5
V5775,cat_2,cat_5
V5776,cat_2,cat_5
V5777,cat_2,cat_5
V5778,cat_2,cat_5
V5779,cat_2,cat_5
V5780,cat_2,cat_5
V5781,cat_2,cat_5
V5782,cat_2,cat_5
V5783,cat_2,cat_5
V5784,cat_2,cat_5
V5785,cat_2,cat_5
V5786,cat_2,cat_5
V5787,cat_2,cat_5
V5788,cat_2,cat_5
V5789,cat_2,cat_5
V5790,cat_2,cat_5
V5791,cat_2,cat_5
V5792,cat_2,cat_5
V5793,cat_2,cat_5
V5794,cat_2,cat_5
V5795,cat_2,cat_5
V5796,cat_2,cat_5
V5797,cat_2,cat_5
V5798,cat_2,cat_5
V5799,cat_2,cat_5
V5800,cat_2,cat_5
V5801,cat_2,cat_5
V5802,cat_2,cat_5
V5803,cat_2,cat_5
V5804,cat_2,cat_5
V5805,cat_2,cat_5
V5806,cat_2,cat_5
V5807,cat_2,cat_5
V5808,cat_2,cat_5
V5809,cat_2,cat_5
V5810,cat_2,cat_5
V5811,cat_2,cat_5
V5812,cat_2,cat_5
V5813,cat_2,cat_5
V5814,cat_2,cat_5
V5815,cat_2,cat_5
V5816,cat_2,cat_5
V5817,cat_2,cat_5
V5818,cat_2,cat_5
V5819,cat_2,cat_5
V5820,cat_2,cat_5
V5821,cat_2,cat_5
V5822,cat_2,cat_5
V5823,cat_2,cat_5
V5824,cat_2,cat_5
V5825,cat_2,cat_5
V5826,cat_2,cat_5
V5827,cat_2,cat_5
V5828,cat_2,cat_5
V5829,cat_2,cat_5
V5830,cat_2,cat_5
V5831,cat_2,cat_5
V5832,cat_2,cat_5
V5833,cat_2,cat_5
V5834,cat_2,cat_5
V5835,cat_2,cat_5
V5836,cat_2,cat_5
V5837,cat_2,cat_5
V5838,cat_2,cat_5
V5839,cat_2,cat_5
V5840,cat_2,cat_5
V5841,cat_2,cat_5
V5842,cat_2,cat_5
V5843,cat_2,cat_5
V5844,cat_2,cat_5
V5845,cat_2,cat_5
V5846,cat_2,cat_5
V5847,cat_2,cat_5
V5848,cat_2,cat_5
V5849,cat_2,cat_5
V5850,cat_2,cat_5
V5851,cat_2,cat_5
V5852,cat_2,cat_5
V5853,cat_2,cat_5
V5854,cat_2,cat_5
V5855,cat_2,cat_5
V5856,cat_2,cat_5
V5857,cat_2,cat_5
V5858,cat_2,cat_5
V5859,cat_2,cat_5
V5860,cat_2,cat_5
V5861,cat_2,cat_5
V5862,cat_2,cat_5
V5863,cat_2,cat_5
V5864,cat_2,cat_5
V5865,cat_2,cat_5
V5866,cat_2,cat_5
V5867,cat_2,cat_5
V5868,cat_2,cat_5
V5869,cat_2,cat_5
V5870,cat_2,cat_5
V5871,cat_2,cat_5
V5872,cat_2,cat_5
V5873,cat_2,cat_5
V5874,cat_2,cat_5
V5875,cat_2,cat_5
V5876,cat_2,cat_5
V5877,cat_2,cat_5
V5878,cat_2,cat_5
V5879,cat_2,cat_5
V5880,cat_2,cat_5
V5881,cat_2,cat_5
V5882,cat_2,cat_5
V5883,cat_2,cat_5
V5884,cat_2,cat_5
V5885,cat_2,cat_5
V5886,cat_2,cat_5
V5887,cat_2,cat_5
V5888,cat_2,cat_5
V5889,cat_2,cat_5
V5890,cat_2,cat_5
V5891,cat_2,cat_5
V5892,cat_2,cat_5
V5893,cat_2,cat_5
V5894,cat_2,cat_5
V5895,cat_2,cat_5
V5896,cat_2,cat_5
V5897,cat_2,cat_5
V5898,cat_2,cat_5
V5899,cat_2,cat_5
V5900,cat_2,cat_5
V5901,cat_2,cat_5
V5902,cat_2,cat_5
V5903,cat_2,cat_5
V5904,cat_2,cat_5
V5905,cat_2,cat_5
V5906,cat_2,cat_5
V5907,cat_2,cat_5
V5908,cat_2,cat_5
V5909,cat_2,cat_5
V5910,cat_2,cat_5
V5911,cat_2,cat_5
V5912,cat_2,cat_5
V5913,cat_2,cat_5
V5914,cat_2,cat_5
V5915,cat_2,cat_5
V5916,cat_2,cat_5
V5917,cat_2,cat_5
V5918,cat_2,cat_5
V5919,cat_2,cat_5
V5920,cat_2,cat_5
V5921,cat_2,cat_5
V5922,cat_2,cat_5
V5923,cat_2,cat_5
V5924,cat_2,cat_5
V5925,cat_2,cat_5
V5926,cat_2,cat_5
V5927,cat_2,cat_5
V5928,cat_2,cat_5
V5929,cat_2,cat_5
V5930,cat_2,cat_5
V5931,cat_2,cat_5
V5932,cat_2,cat_5
V5933,cat_2,cat_5
V5934,cat_2,cat_5
V5935,cat_2,cat_5
V5936,cat_2,cat_5
V5937,cat_2,cat_5
V5938,cat_2,cat_5
V5939,cat_2,cat_5
V5940,cat_2,cat_5
V5941,cat_2,cat_5
V5942,cat_2,cat_5
V5943,cat_2,cat_5
V5944,cat_2,cat_5
V5945,cat_2,cat_5
V5946,cat_2,cat_5
V5947,cat_2,cat_5
V5948,cat_2,cat_5
V5949,cat_2,cat_5
V5950,cat_2,cat_5
V5951,cat_2,cat_5
V5952,cat_2,cat_5
V5953,cat_2,cat_5
V5954,cat_2,cat_5
V5955,cat_2,cat_5
V5956,cat_2,cat_5
V5957,cat_2,cat_5
V5958,cat_2,cat_5
V5959,cat_2,cat_5
V5960,cat_2,cat_5
V5961,cat_2,cat_5
V5962,cat_2,cat_5
V5963,cat_2,cat_5
V5964,cat_2,cat_5
V5965,cat_2,cat_5
V5966,cat_2,cat_5
V5967,cat_2,cat_5
V5968,cat_2,cat_5
V5969,cat_2,cat_5
V5970,cat_2,cat_5
V5971,cat_2,cat_5
V5972,cat_2,cat_5
V5973,cat_2,cat_5
V5974,cat_2,cat_5
V5975,cat_2,cat_5
V5976,cat_2,cat_5
V5977,cat_2,cat_5
V5978,cat_2,cat_5
V5979,cat_2,cat_5
V5980,cat_2,cat_5
V5981,cat_2,cat_5
V5982,cat_2,cat_5
V5983,cat_2,cat_5
V5984,cat_2,cat_5
V5985,cat_2,cat_5
V5986,cat_2,cat_5
V5987,cat_2,cat_5
V5988,cat_2,cat_5
V5989,cat_2,cat_5
V5990,cat_2,cat_5
V5991,cat_2,cat_5
V5992,cat_2,cat_5
V5993,cat_2,cat_5
V5994,cat_2,cat_5
V5995,cat_2,cat_5
V5996,cat_2,cat_5
V5997,cat_2,cat_5
V5998,cat_2,cat_5
V5999,cat_2,cat_5
V6000,cat_2,cat_5
V6001,cat_2,cat_5
V6002,cat_2,cat_5
V6003,cat_2,cat_5
V6004,cat_2,cat_5
V6005,cat_2,cat_5
V6006,cat_2,cat_5
V6007,cat_2,cat_5
V6008,cat_2,cat_5
V6009,cat_2,cat_5
V6010,cat_2,cat_5
V6011,cat_2,cat_5
V6012,cat_2,cat_5
V6013,cat_2,cat_5
V6014,cat_2,cat_5
V6015,cat_2,cat_5
V6016,cat_2,cat_5
V6017,cat_2,cat_5
V6018,cat_2,cat_5
V6019,cat_2,cat_5
V6020,cat_2,cat_5
V6021,cat_2,cat_5
V6022,cat_2,cat_5
V6023,cat_2,cat_5
V6024,cat_2,cat_5
V6025,cat_2,cat_5
V6026,cat_2,cat_5
V6027,cat_2,cat_5
V6028,cat_2,cat_5
V6029,cat_2,cat_5
V6030,cat_2,cat_5
V6031,cat_2,cat_5
V6032,cat_2,cat_5
V6033,cat_2,cat_5
V6034,cat_2,cat_5
V6035,cat_2,cat_5
V6036,cat_2,cat_5
V6037,cat_2,cat_5
V6038,cat_2,cat_5
V6039,cat_2,cat_5
V6040,cat_2,cat_5
V6041,cat_2,cat_5
V6042,cat_2,cat_5
V6043,cat_2,cat_5
V6044,cat_2,cat_5
V6045,cat_2,cat_5
V6046,cat_2,cat_5
V6047,cat_2,cat_5
V6048,cat_2,cat_5
V6049,cat_2,cat_5
V6050,cat_2,cat_5
V6051,cat_2,cat_5
V6052,cat_2,cat_5
V6053,cat_2,cat_5
V6054,cat_2,cat_5
V6055,cat_2,cat_5
V6056,cat_2,cat_5
V6057,cat_2,cat_5
V6058,cat_2,cat_5
V6059,cat_2,cat_5
V6060,cat_2,cat_5
V6061,cat_2,cat_5
V6062,cat_2,cat_5
